Family,Species,Genus,Epithet,Author(s),Status,UsageID,Tax source,Reference I,Reference II,Reference III,Hemi,,,
Orchidaceae,Prosthechea squalida,Prosthechea,squalida,(Lex.) Soto Arenas & Salazar,accepted,wfo-0000914328,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea suzanensis,Prosthechea,suzanensis,(Hoehne) W.E.Higgins,accepted,wfo-0000283615,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea tardiflora,Prosthechea,tardiflora,Mora-Ret. ex Pupulin,accepted,wfo-0000502349,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea terassaniana,Prosthechea,terassaniana,(Campacci & P.A.Harding) W.E.Higgins,accepted,wfo-0000914329,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea tigrina,Prosthechea,tigrina,(Linden ex Lindl.) W.E.Higgins,accepted,wfo-0000283617,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea tinukiana,Prosthechea,tinukiana,Bogarín & Karremans,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Prosthechea tripunctata,Prosthechea,tripunctata,(Lindl.) W.E.Higgins,accepted,wfo-0000283618,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea trulla,Prosthechea,trulla,(Rchb.f.) W.E.Higgins,accepted,wfo-0000283619,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea vagans,Prosthechea,vagans,(Ames) W.E.Higgins,accepted,wfo-0000283620,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea varicosa,Prosthechea,varicosa,(Bateman ex Lindl.) W.E.Higgins,accepted,wfo-0000283621,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea vasquezii,Prosthechea,vasquezii,Christenson,accepted,wfo-0000502350,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea venezuelana,Prosthechea,venezuelana,(Schltr.) W.E.Higgins,accepted,wfo-0000283622,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea vespa,Prosthechea,vespa,(Vell.) W.E.Higgins,accepted,wfo-0000283624,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea villae-rosae,Prosthechea,villae-rosae,P.Ortiz,accepted,wfo-0000914330,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea vita,Prosthechea,vita,(D.G.Hunt,,,,,,,,,,
Orchidaceae,Prosthechea vitellina,Prosthechea,vitellina,(Lindl.) W.E.Higgins,accepted,wfo-0000283626,wfo,WCSP (2012),,,,,,
Orchidaceae,Prosthechea widgrenii,Prosthechea,widgrenii,(Lindl.) W.E.Higgins,accepted,wfo-0000283629,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia amblyornidis,Pseuderia,amblyornidis,(Rchb.f.) Ormerod,accepted,wfo-0000283843,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia brevifolia,Pseuderia,brevifolia,J.J.Sm.,accepted,wfo-0000283844,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia diversifolia,Pseuderia,diversifolia,J.J.Sm.,accepted,wfo-0000283845,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia floribunda,Pseuderia,floribunda,Schltr.,accepted,wfo-0000283846,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia foliosa,Pseuderia,foliosa,(Brongn.) Schltr.,accepted,wfo-0000283847,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia frutex,Pseuderia,frutex,(Schltr.) Schltr.,accepted,wfo-0000283848,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia ledermannii,Pseuderia,ledermannii,Schltr.,accepted,wfo-0000283849,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia micronesiaca,Pseuderia,micronesiaca,Schltr.,accepted,wfo-0000283851,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia nigricans,Pseuderia,nigricans,Ridl.,accepted,wfo-0000283852,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia pauciflora,Pseuderia,pauciflora,Schltr.,accepted,wfo-0000283853,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia platyphylla,Pseuderia,platyphylla,L.O.Williams,accepted,wfo-0000283854,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia ramosa,Pseuderia,ramosa,L.O.Williams,accepted,wfo-0000283855,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia robusta,Pseuderia,robusta,Schltr.,accepted,wfo-0000283856,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia sepikana,Pseuderia,sepikana,Schltr.,accepted,wfo-0000283857,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia similis,Pseuderia,similis,(Schltr.) Schltr.,accepted,wfo-0000283858,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia smithiana,Pseuderia,smithiana,C.Schweinf.,accepted,wfo-0000283859,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia sympodialis,Pseuderia,sympodialis,J.J.Sm.,accepted,wfo-0000283862,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia takeuchii,Pseuderia,takeuchii,Ormerod,accepted,wfo-0000806384,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia trachychila,Pseuderia,trachychila,(Kraenzl.) Schltr.,accepted,wfo-0000283863,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseuderia wariana,Pseuderia,wariana,Schltr.,accepted,wfo-0000283865,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudocentrum hoffmannii,Pseudocentrum,hoffmannii,(Rchb.f.) Rchb.f.,accepted,wfo-0000283934,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudocentrum kayi,Pseudocentrum,kayi,Szlach. & Kolan.,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Pseudolaelia aromatica,Pseudolaelia,aromatica,Campacci,accepted,wfo-0000914332,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia ataleiensis,Pseudolaelia,ataleiensis,Campacci,accepted,wfo-0000914333,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia brejetubensis,Pseudolaelia,brejetubensis,M.Frey,accepted,wfo-0000502687,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia calimaniorum,Pseudolaelia,calimaniorum,V.P.Castro & Chiron,accepted,wfo-0000914334,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia cipoensis,Pseudolaelia,cipoensis,Pabst,accepted,wfo-0000284025,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia citrina,Pseudolaelia,citrina,Pabst,accepted,wfo-0000284026,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia corcovadensis,Pseudolaelia,corcovadensis,Porto & Brade,accepted,wfo-0000284027,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia dutrae,Pseudolaelia,dutrae,Ruschi,accepted,wfo-0000284028,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia freyi,Pseudolaelia,freyi,Chiron & V.P.Castro,accepted,wfo-0000502692,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia geraensis,Pseudolaelia,geraensis,Pabst,accepted,wfo-0000284029,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia irwiniana,Pseudolaelia,irwiniana,Pabst,accepted,wfo-0000284030,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia oliveirana,Pseudolaelia,oliveirana,V.P.Castro & Chiron,accepted,wfo-0000914337,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia pitengoensis,Pseudolaelia,pitengoensis,Campacci,accepted,wfo-0000836512,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia regentii,Pseudolaelia,regentii,V.P.Castro & Marçal,accepted,wfo-0000836503,wfo,WCSP (2012),,,,,,
Orchidaceae,Pseudolaelia vasconcelosiana,Pseudolaelia,vasconcelosiana,Campacci,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Pseudolaelia vellozicola,Pseudolaelia,vellozicola,(Hoehne) Porto & Brade,accepted,wfo-0000284033,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis atropurpurea,Psychilis,atropurpurea,(Willd.) Sauleda,accepted,wfo-0000284731,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis bifida,Psychilis,bifida,(Aubl.) Sauleda,accepted,wfo-0000284732,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis buchii,Psychilis,buchii,(Cogn.) Sauleda,accepted,wfo-0000284733,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis cogniauxii,Psychilis,cogniauxii,(L.O.Williams) Sauleda,accepted,wfo-0000284734,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis correllii,Psychilis,correllii,Sauleda,accepted,wfo-0000284735,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis dodii,Psychilis,dodii,Sauleda,accepted,wfo-0000284737,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis domingensis,Psychilis,domingensis,(Cogn.) Sauleda,accepted,wfo-0000284738,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis kraenzlinii,Psychilis,kraenzlinii,(Bello) Sauleda,accepted,wfo-0000284739,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis krugii,Psychilis,krugii,(Bello) Sauleda,accepted,wfo-0000284740,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis macconnelliae,Psychilis,macconnelliae,Sauleda,accepted,wfo-0000284741,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis monensis,Psychilis,monensis,Sauleda,accepted,wfo-0000284742,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis olivacea,Psychilis,olivacea,(Cogn.) Sauleda,accepted,wfo-0000284743,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis rubeniana,Psychilis,rubeniana,Dod ex Sauleda,accepted,wfo-0000284745,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis truncata,Psychilis,truncata,(Cogn.) Sauleda,accepted,wfo-0000284746,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychilis vernicosa,Psychilis,vernicosa,(Dod) Sauleda,accepted,wfo-0000284750,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychopsis krameriana,Psychopsis,krameriana,(Rchb.f.) H.G.Jones,accepted,wfo-0000284752,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychopsis limminghei,Psychopsis,limminghei,(E.Morren ex Lindl.) M.W.Chase,accepted,wfo-0000799239,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychopsis papilio,Psychopsis,papilio,(Lindl.) H.G.Jones,accepted,wfo-0000284754,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychopsis sanderae,Psychopsis,sanderae,(Rolfe) Lückel & Braem,accepted,wfo-0000284760,wfo,WCSP (2012),,,,,,
Orchidaceae,Psychopsis versteegiana,Psychopsis,versteegiana,(Pulle) Lückel & Braem,accepted,wfo-0000284761,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras asperatum,Pteroceras,asperatum,(Schltr.) P.F.Hunt,accepted,wfo-0000288291,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras biserratum,Pteroceras,biserratum,(Ridl.) Holttum,accepted,wfo-0000288293,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras cladostachyum,Pteroceras,cladostachyum,(Hook.f.) H.A.Pedersen,accepted,wfo-0000288298,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras compressum,Pteroceras,compressum,(Blume) Holttum,accepted,wfo-0000288301,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras decipiens,Pteroceras,decipiens,(J.J.Sm.) Bakh.f.,accepted,wfo-0000288302,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras erosulum,Pteroceras,erosulum,H.A.Pedersen,accepted,wfo-0000288306,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras fragrans,Pteroceras,fragrans,(Ridl.) Garay,accepted,wfo-0000288308,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras fraternum,Pteroceras,fraternum,(J.J.Sm.) Bakh.f.,accepted,wfo-0000288309,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras hirsutum,Pteroceras,hirsutum,(Hook.f.) Holttum,accepted,wfo-0000288310,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras indicum,Pteroceras,indicum,Punekar,accepted,wfo-0000914344,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras johorense,Pteroceras,johorense,(Holttum) Holttum,accepted,wfo-0000288318,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras leopardinum,Pteroceras,leopardinum,(E.C.Parish & Rchb.f.) Seidenf. & Smitinand,accepted,wfo-0000288320,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras longicalcareum,Pteroceras,longicalcareum,(Ames & Rolfe) Garay,accepted,wfo-0000288321,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras monsooniae,Pteroceras,monsooniae,Sasidh. & Sujanapal,accepted,wfo-0000503155,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras muluense,Pteroceras,muluense,Schuit. & de Vogel,accepted,wfo-0000809909,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras muriculatum,Pteroceras,muriculatum,(Rchb.f.) P.F.Hunt,accepted,wfo-0000288329,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras nabawanense,Pteroceras,nabawanense,J.J.Wood & A.L.Lamb,accepted,wfo-0000922466,wfo,WCSP (2014),,,,,,
Orchidaceae,Pteroceras pallidum,Pteroceras,pallidum,(Blume) Holttum,accepted,wfo-0000288331,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras philippinense,Pteroceras,philippinense,(Ames) Garay,accepted,wfo-0000288333,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras semiteretifolium,Pteroceras,semiteretifolium,H.A.Pedersen,accepted,wfo-0000288339,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras simondianum,Pteroceras,simondianum,(Gagnep.) Aver.,accepted,wfo-0000288341,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras spathibrachiatum,Pteroceras,spathibrachiatum,(J.J.Sm.) Garay,accepted,wfo-0000288343,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras teres,Pteroceras,teres,(Blume) Holttum,accepted,wfo-0000288351,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras unguiculatum,Pteroceras,unguiculatum,(Lindl.) H.A.Pedersen,accepted,wfo-0000288353,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras violaceum,Pteroceras,violaceum,(Ridl.) Holttum,accepted,wfo-0000288355,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras viridiflorum,Pteroceras,viridiflorum,(Thwaites) Holttum,accepted,wfo-0000288357,wfo,WCSP (2012),,,,,,
Orchidaceae,Pteroceras vriesii,Pteroceras,vriesii,(Ridl.) Garay,accepted,wfo-0000288358,wfo,WCSP (2012),,,,,,
Orchidaceae,Pterostemma antioquiense,Pterostemma,antioquiense,F.Lehm. & Kraenzl.,accepted,wfo-0000288402,wfo,WCSP (2012),,,,,,
Orchidaceae,Pterostemma barrerana,Pterostemma,barrerana,(Kolan. & Szlach.) J.M.H.Shaw,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Pterostemma benzingii,Pterostemma,benzingii,(Dodson) M.W.Chase & N.H.Williams,accepted,wfo-0000914346,wfo,WCSP (2012),,,,,,
Orchidaceae,Pterostemma escobarii,Pterostemma,escobarii,(Dodson) M.W.Chase & N.H.Williams,accepted,wfo-0000914348,wfo,WCSP (2012),,,,,,
Orchidaceae,Pygmaeorchis brasiliensis,Pygmaeorchis,brasiliensis,Brade,accepted,wfo-0000289197,wfo,WCSP (2012),,,,,,
Orchidaceae,Pygmaeorchis seidelii,Pygmaeorchis,seidelii,Toscano & Moutinho,accepted,wfo-0000289198,wfo,WCSP (2012),,,,,,
Orchidaceae,Quekettia jenmanii,Quekettia,jenmanii,Rchb.f.,accepted,wfo-0000289327,wfo,WCSP (2012),,,,,,
Orchidaceae,Quekettia microscopica,Quekettia,microscopica,Lindl.,accepted,wfo-0000289332,wfo,WCSP (2012),,,,,,
Orchidaceae,Quekettia papillosa,Quekettia,papillosa,Garay,accepted,wfo-0000289333,wfo,WCSP (2012),,,,,,
Orchidaceae,Quekettia peruviana,Quekettia,peruviana,(D.E.Benn. & Christenson) J.M.H.Shaw,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Quekettia pygmaea,Quekettia,pygmaea,(Cogn.) Garay & R.E.Schult.,accepted,wfo-0000289334,wfo,WCSP (2012),,,,,,
Orchidaceae,Quekettia vermeuleniana,Quekettia,vermeuleniana,Determann,accepted,wfo-0000289337,wfo,WCSP (2012),,,,,,
Orchidaceae,Quisqueya ekmanii,Quisqueya,ekmanii,Dod,accepted,wfo-0000293995,wfo,WCSP (2012),,,,,,
Orchidaceae,Quisqueya holdridgei,Quisqueya,holdridgei,Dod,accepted,wfo-0000293997,wfo,WCSP (2012),,,,,,
Orchidaceae,Quisqueya karstii,Quisqueya,karstii,Dod,accepted,wfo-0000293998,wfo,WCSP (2012),,,,,,
Orchidaceae,Quisqueya rosea,Quisqueya,rosea,(Mansf.) Dod,accepted,wfo-0000293999,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris amaniensis,Rangaeris,amaniensis,(Kraenzl.) Summerh.,accepted,wfo-0000294879,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris longicaudata,Rangaeris,longicaudata,(Rolfe) Summerh.,accepted,wfo-0000294883,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris muscicola,Rangaeris,muscicola,(Rchb.f.) Summerh.,accepted,wfo-0000294884,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris rhipsalisocia,Rangaeris,rhipsalisocia,(Rchb.f.) Summerh.,accepted,wfo-0000294886,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris schliebenii,Rangaeris,schliebenii,(Mansf.) P.J.Cribb,accepted,wfo-0000294887,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris trachypus,Rangaeris,trachypus,(Kraenzl.) Guillaumin,accepted,wfo-0000294888,wfo,WCSP (2012),,,,,,
Orchidaceae,Rangaeris trilobata,Rangaeris,trilobata,Summerh.,accepted,wfo-0000294889,wfo,WCSP (2012),,,,,,
Orchidaceae,Rauhiella brasiliensis,Rauhiella,brasiliensis,Pabst & Braga,accepted,wfo-0000294970,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Rauhiella seehaweri,Rauhiella,seehaweri,(I.Bock) Toscano & Christenson,accepted,wfo-0000294972,wfo,Brazilian Flora 2020 in construction (continuously updated),,,,,,
Orchidaceae,Rauhiella silvana,Rauhiella,silvana,Toscano,accepted,wfo-0000294973,wfo,Pridgeon et al. (1999-2014),,,,,,
Orchidaceae,Renanthera annamensis,Renanthera,annamensis,Rolfe,accepted,wfo-0000295510,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera auyongii,Renanthera,auyongii,Christenson,accepted,wfo-0000295513,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera bella,Renanthera,bella,J.J.Wood,accepted,wfo-0000295514,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera breviflora,Renanthera,breviflora,(Rchb.f.) R.Rice & J.J.Wood,accepted,wfo-0000510170,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera chanii,Renanthera,chanii,J.J.Wood & R.Rice,accepted,wfo-0000510173,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera citrina,Renanthera,citrina,Aver.,accepted,wfo-0000295516,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera coccinea,Renanthera,coccinea,Lour.,accepted,wfo-0000295517,wfo,WCSP (2012),Flora of China (2008),,,,,
Orchidaceae,Renanthera edelfeldtii,Renanthera,edelfeldtii,F.Muell. & Kraenzl.,accepted,wfo-0000295519,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera elongata,Renanthera,elongata,(Blume) Lindl.,accepted,wfo-0000295520,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera hennisiana,Renanthera,hennisiana,Schltr.,accepted,wfo-0000295524,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera histrionica,Renanthera,histrionica,Rchb.f.,accepted,wfo-0000295525,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera imschootiana,Renanthera,imschootiana,Rolfe,accepted,wfo-0000295527,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera isosepala,Renanthera,isosepala,Holttum,accepted,wfo-0000295528,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera matutina,Renanthera,matutina,(Poir.) Lindl.,accepted,wfo-0000295534,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera moluccana,Renanthera,moluccana,Blume,accepted,wfo-0000295536,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera monachica,Renanthera,monachica,Ames,accepted,wfo-0000295537,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera philippinensis,Renanthera,philippinensis,(Ames & Quisumb.) L.O.Williams,accepted,wfo-0000295540,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera porphyrodesme,Renanthera,porphyrodesme,(Schltr.) Kocyan & Schuit.,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Renanthera pulchella,Renanthera,pulchella,Rolfe,accepted,wfo-0000295541,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera storiei,Renanthera,storiei,Rchb.f.,accepted,wfo-0000295546,wfo,WCSP (2012),,,,,,
Orchidaceae,Renanthera vietnamensis,Renanthera,vietnamensis,Aver. & R.Rice,accepted,wfo-0000510187,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia aberrans,Restrepia,aberrans,Luer,accepted,wfo-0000295579,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia antennifera,Restrepia,antennifera,Kunth,accepted,wfo-0000295582,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia archilae,Restrepia,archilae,Chiron & Szlach.,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Restrepia aristulifera,Restrepia,aristulifera,Garay & Dunst.,accepted,wfo-0000295591,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia aspasicensis,Restrepia,aspasicensis,Rchb.f.,accepted,wfo-0000295592,wfo,WCSP (2019),,,,,,
Orchidaceae,Restrepia brachypus,Restrepia,brachypus,Rchb.f.,accepted,wfo-0000295597,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia chameleon,Restrepia,chameleon,Luer & R.Escobar,accepted,wfo-0000295601,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia chocoensis,Restrepia,chocoensis,Garay,accepted,wfo-0000295602,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia chrysoglossa,Restrepia,chrysoglossa,Luer & R.Escobar,accepted,wfo-0000295603,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia citrina,Restrepia,citrina,Luer & R.Escobar,accepted,wfo-0000295604,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia cloesii,Restrepia,cloesii,Luer,accepted,wfo-0000295606,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia cobanensis,Restrepia,cobanensis,Archila,,,,,,,,,,
Orchidaceae,Restrepia condorensis,Restrepia,condorensis,Luer & R.Escobar,accepted,wfo-0000295608,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia contorta,Restrepia,contorta,(Ruiz & Pav.) Luer,accepted,wfo-0000295609,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia cuprea,Restrepia,cuprea,Luer & R.Escobar,accepted,wfo-0000295612,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia cymbula,Restrepia,cymbula,Luer & R.Escobar,accepted,wfo-0000295613,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia dodsonii,Restrepia,dodsonii,Luer,accepted,wfo-0000295617,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia driessenii,Restrepia,driessenii,Luer & Sijm,accepted,wfo-0000914374,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia echinata,Restrepia,echinata,Luer & R.Escobar,accepted,wfo-0000295620,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia echo,Restrepia,echo,Luer & R.Escobar,accepted,wfo-0000295621,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia elegans,Restrepia,elegans,H.Karst.,accepted,wfo-0000295623,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia ephippium,Restrepia,ephippium,Luer & Hirtz,accepted,wfo-0000295624,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia escobariana,Restrepia,escobariana,Luer,accepted,wfo-0000295626,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia falkenbergii,Restrepia,falkenbergii,Rchb.f.,accepted,wfo-0000295628,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia flosculata,Restrepia,flosculata,Luer,accepted,wfo-0000295630,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia fritillina,Restrepia,fritillina,Luer & V.N.M.Rao,accepted,wfo-0000836637,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia guttulata,Restrepia,guttulata,Lindl.,accepted,wfo-0000295634,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia howei,Restrepia,howei,Luer,accepted,wfo-0000806420,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia iris,Restrepia,iris,Luer,accepted,wfo-0000295638,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia jesupiana,Restrepia,jesupiana,Luer,accepted,wfo-0000295639,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia lansbergii,Restrepia,lansbergii,Rchb.f. & H.Wagener,accepted,wfo-0000295642,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia limbata,Restrepia,limbata,Luer & R.Escobar,accepted,wfo-0000295649,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia mendozae,Restrepia,mendozae,Luer,accepted,wfo-0000295655,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia metae,Restrepia,metae,Luer,accepted,wfo-0000295656,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia mohrii,Restrepia,mohrii,Braem,accepted,wfo-0000295660,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia muscifera,Restrepia,muscifera,(Lindl.) Rchb.f. ex Lindl.,accepted,wfo-0000295661,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia nicolasii,Restrepia,nicolasii,Archila,,,,,,,,,,
Orchidaceae,Restrepia nittiorhyncha,Restrepia,nittiorhyncha,(Lindl.) Garay,accepted,wfo-0000295663,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia pandurata,Restrepia,pandurata,Rchb.f.,accepted,wfo-0000295666,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia peetersii,Restrepia,peetersii,Luer & Sijm,,,wcsp,WCSP (2014),,,,,,
Orchidaceae,Restrepia pelyx,Restrepia,pelyx,Luer & R.Escobar,accepted,wfo-0000295669,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia persicina,Restrepia,persicina,Luer & Hirtz,accepted,wfo-0000809998,wfo,WCSP (2012),,,,,,
Orchidaceae,Restrepia piperitosa,Restrepia,piperitosa,Luer,accepted,wfo-0000295672,wfo,WCSP (2012),,,,,,
